Index,Song Name,Streams,Artist,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Valence,Release Year,Duration (minutes),artist,song,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,genre
1107,Off My Face,5004111.0,Justin Bieber,Pop,75.0,43.0,19.0,62.0,1.0,93.0,9.0,90.674,59.0,2021.0,2.61,,,,,,,,,,,,,,,,
1108,Deserve You,5837372.0,Justin Bieber,Pop,69.0,63.0,63.0,65.0,6.0,3.0,10.0,89.934,40.0,2021.0,3.12,,,,,,,,,,,,,,,,
1109,2 Much,5794583.0,Justin Bieber,Pop,70.0,52.0,43.0,62.0,3.0,60.0,35.0,119.59,14.0,2021.0,2.55,,,,,,,,,,,,,,,,
1110,Loved By You (feat. Burna Boy),5419040.0,Justin Bieber,Pop,69.0,77.0,73.0,68.0,7.0,7.0,10.0,101.04,64.0,2021.0,2.65,,,,,,,,,,,,,,,,
1111,Girls Like Us,5410730.0,Zoe Wees,Pop,78.0,35.0,65.0,76.0,3.0,29.0,4.0,125.706,15.0,2021.0,3.15,,,,,,,,,,,,,,,,
1112,Lemon Pepper Freestyle (feat. Rick Ross),5365747.0,Drake,Rock,76.0,75.0,64.0,74.0,37.0,10.0,16.0,94.966,42.0,2021.0,6.38,,,,,,,,,,,,,,,,
1113,Die For You (feat. Dominic Fike),5323412.0,Justin Bieber,Pop,67.0,70.0,63.0,69.0,1.0,0.0,7.0,135.031,72.0,2021.0,3.31,,,,,,,,,,,,,,,,
1114,Love You Different (feat. BEAM),10024729.0,Justin Bieber,Pop,66.0,73.0,58.0,69.0,4.0,7.0,15.0,127.138,36.0,2021.0,3.11,,,,,,,,,,,,,,,,
1115,White Dress,5796978.0,Lana Del Rey,Pop,65.0,41.0,23.0,46.0,1.0,93.0,7.0,122.792,13.0,2021.0,5.56,,,,,,,,,,,,,,,,
1116,Tu Veneno,6007541.0,J Balvin,Reggae,76.0,62.0,66.0,78.0,7.0,6.0,7.0,175.826,81.0,2021.0,2.62,,,,,,,,,,,,,,,,
1117,Tell Me Why (Taylor’s Version),5885151.0,Taylor Swift,Pop,63.0,52.0,93.0,81.0,5.0,2.0,33.0,100.023,54.0,2021.0,3.34,,,,,,,,,,,,,,,,
1118,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),5889939.0,Taylor Swift,Pop,67.0,53.0,60.0,68.0,2.0,23.0,8.0,90.201,50.0,2021.0,3.16,,,,,,,,,,,,,,,,
1119,Breathe (feat. Colbie Caillat) (Taylor’s Version),6508683.0,Taylor Swift,Pop,64.0,43.0,62.0,72.0,1.0,16.0,22.0,148.035,31.0,2021.0,4.39,,,,,,,,,,,,,,,,
1120,when the party's over,5467596.0,Billie Eilish,"Electronic, Pop",0.0,40.0,5.0,42.0,5.0,99.0,7.0,124.011,17.0,2021.0,3.33,,,,,,,,,,,,,,,,
1121,Otra Noche Sin Ti,5377794.0,"J Balvin, Khalid",Reggae,80.0,43.0,54.0,66.0,16.0,8.0,13.0,94.036,43.0,2021.0,3.82,,,,,,,,,,,,,,,,
1122,Met Him Last Night (feat. Ariana Grande),5200695.0,Demi Lovato,Pop,72.0,47.0,50.0,77.0,0.0,22.0,9.0,144.978,9.0,2021.0,3.41,,,,,,,,,,,,,,,,
1123,Run It Up (feat. Offset & Moneybagg Yo),5107084.0,Lil Tjay,Hip Hop,81.0,88.0,57.0,72.0,16.0,42.0,9.0,120.031,67.0,2021.0,3.87,,,,,,,,,,,,,,,,
1124,As I Am (feat. Khalid),5896065.0,Justin Bieber,Pop,72.0,54.0,53.0,64.0,2.0,13.0,8.0,99.928,8.0,2021.0,2.91,,,,,,,,,,,,,,,,
1125,Goosebumps,5496962.0,HVME,Electronic,87.0,83.0,59.0,65.0,2.0,42.0,11.0,124.917,82.0,2021.0,2.71,,,,,,,,,,,,,,,,
1126,Good Without,4998044.0,Mimi Webb,Pop,81.0,56.0,57.0,74.0,3.0,7.0,38.0,89.962,25.0,2021.0,3.04,,,,,,,,,,,,,,,,
1127,What If I Told You That I Love You,5234645.0,Ali Gatie,Rock,69.0,54.0,34.0,53.0,11.0,64.0,4.0,84.394,21.0,2021.0,3.23,,,,,,,,,,,,,,,,
1128,Ski,7753784.0,"Young Stoner Life, Young Thug, Gunna",Hip Hop,78.0,97.0,62.0,66.0,23.0,2.0,2.0,123.016,90.0,2021.0,2.54,,,,,,,,,,,,,,,,
1129,Diamonds Dancing (feat. Travis Scott),7515766.0,"Young Stoner Life, Young Thug, Gunna",Hip Hop,69.0,84.0,71.0,67.0,33.0,1.0,7.0,74.017,60.0,2021.0,4.04,,,,,,,,,,,,,,,,
1130,Love Story (Taylor’s Version),6202933.0,Taylor Swift,Pop,73.0,57.0,81.0,78.0,1.0,13.0,7.0,119.054,40.0,2021.0,3.93,,,,,,,,,,,,,,,,
1131,You Belong With Me (Taylor’s Version),9872084.0,Taylor Swift,Pop,73.0,58.0,78.0,76.0,1.0,6.0,7.0,130.033,47.0,2021.0,3.85,,,,,,,,,,,,,,,,
1132,Fearless (Taylor’s Version),9676024.0,Taylor Swift,Pop,69.0,50.0,75.0,76.0,1.0,1.0,33.0,100.118,42.0,2021.0,4.03,,,,,,,,,,,,,,,,
1133,Fifteen (Taylor’s Version),7852063.0,Taylor Swift,Pop,66.0,49.0,65.0,77.0,0.0,12.0,32.0,95.466,27.0,2021.0,4.91,,,,,,,,,,,,,,,,
1134,The Way I Loved You (Taylor’s Version),7736262.0,Taylor Swift,Pop,72.0,30.0,74.0,77.0,3.0,0.0,9.0,161.032,46.0,2021.0,4.05,,,,,,,,,,,,,,,,
1135,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),7712896.0,Taylor Swift,Pop,65.0,53.0,48.0,66.0,2.0,83.0,9.0,142.731,43.0,2021.0,3.68,,,,,,,,,,,,,,,,
1136,Hey Stephen (Taylor’s Version),7385864.0,Taylor Swift,Pop,66.0,77.0,56.0,71.0,1.0,11.0,8.0,115.99,81.0,2021.0,4.24,,,,,,,,,,,,,,,,
1137,White Horse (Taylor’s Version),7039222.0,Taylor Swift,Pop,65.0,33.0,51.0,67.0,3.0,37.0,17.0,185.262,35.0,2021.0,3.91,,,,,,,,,,,,,,,,
1138,Forever & Always (Taylor’s Version),6566059.0,Taylor Swift,Pop,66.0,54.0,84.0,78.0,2.0,2.0,13.0,128.03,68.0,2021.0,3.76,,,,,,,,,,,,,,,,
1139,Chemtrails Over The Country Club,5418816.0,Lana Del Rey,Pop,73.0,22.0,24.0,45.0,5.0,88.0,10.0,201.025,42.0,2021.0,4.52,,,,,,,,,,,,,,,,
1140,Ropa Cara,5249427.0,Camilo,Reggae,73.0,80.0,52.0,76.0,12.0,11.0,10.0,170.002,61.0,2021.0,2.72,,,,,,,,,,,,,,,,
1141,Dámelo To’ (feat. Myke Towers),6426522.0,Selena Gomez,Pop,64.0,77.0,64.0,67.0,34.0,10.0,5.0,182.003,43.0,2021.0,3.07,,,,,,,,,,,,,,,,
1142,Patience (feat. YUNGBLUD & Polo G),6155698.0,KSI,Rock,71.0,56.0,75.0,78.0,2.0,0.0,30.0,122.012,42.0,2021.0,3.03,,,,,,,,,,,,,,,,
1143,Vibez,5071718.0,ZAYN,Pop,69.0,58.0,66.0,66.0,11.0,24.0,9.0,96.855,33.0,2021.0,2.72,,,,,,,,,,,,,,,,
1144,Wasted On You,4948563.0,Morgan Wallen,Folk,76.0,43.0,66.0,75.0,1.0,38.0,11.0,196.0,23.0,2021.0,2.98,,,,,,,,,,,,,,,,
1145,Los Dioses,5929507.0,"Anuel AA, Ozuna",Reggae,73.0,80.0,75.0,74.0,9.0,5.0,8.0,93.985,67.0,2021.0,3.44,,,,,,,,,,,,,,,,
1146,De Una Vez,5186567.0,Selena Gomez,Pop,70.0,61.0,46.0,69.0,21.0,15.0,26.0,163.882,1.0,2021.0,2.6,,,,,,,,,,,,,,,,
1147,Don't Play,5119828.0,"Anne-Marie, KSI, Digital Farm Animals",Electronic,73.0,66.0,80.0,70.0,2.0,9.0,7.0,128.031,52.0,2021.0,3.14,,,,,,,,,,,,,,,,
1148,Sand In My Boots,5446609.0,Morgan Wallen,Folk,75.0,30.0,53.0,69.0,1.0,60.0,10.0,69.877,40.0,2021.0,3.37,,,,,,,,,,,,,,,,
1149,865,5160123.0,Morgan Wallen,Folk,70.0,46.0,58.0,75.0,0.0,73.0,9.0,88.003,35.0,2021.0,3.18,,,,,,,,,,,,,,,,
1150,7 Summers,5064504.0,Morgan Wallen,Folk,73.0,38.0,80.0,75.0,1.0,42.0,11.0,203.903,57.0,2021.0,3.51,,,,,,,,,,,,,,,,
1151,More Than My Hometown,4879971.0,Morgan Wallen,Folk,75.0,57.0,89.0,74.0,3.0,62.0,12.0,126.019,60.0,2021.0,3.61,,,,,,,,,,,,,,,,
1152,Warning,4860714.0,Morgan Wallen,Folk,68.0,58.0,67.0,75.0,1.0,46.0,9.0,115.058,25.0,2021.0,2.61,,,,,,,,,,,,,,,,
1153,Angst,5317174.0,Apache 207,Rock,67.0,54.0,80.0,78.0,42.0,2.0,6.0,100.119,52.0,2021.0,3.36,,,,,,,,,,,,,,,,
1154,ocean eyes,4476954.0,Billie Eilish,"Electronic, Pop",1.0,25.0,35.0,66.0,3.0,82.0,7.0,144.833,14.0,2021.0,3.34,,,,,,,,,,,,,,,,
1155,my future,4721082.0,Billie Eilish,"Electronic, Pop",80.0,37.0,25.0,54.0,9.0,82.0,30.0,104.89,5.0,2021.0,3.5,,,,,,,,,,,,,,,,
1156,Cry About It Later,5306994.0,Katy Perry,Pop,67.0,63.0,81.0,76.0,2.0,5.0,6.0,125.957,14.0,2021.0,2.65,,,,,,,,,,,,,,,,
1157,Let Me Love You Like A Woman,4665053.0,Lana Del Rey,Pop,67.0,18.0,21.0,50.0,10.0,98.0,10.0,66.932,10.0,2021.0,3.34,,,,,,,,,,,,,,,,
1158,You Never Know,5304382.0,BLACKPINK,Pop,54.0,46.0,41.0,73.0,3.0,41.0,25.0,144.497,25.0,2021.0,3.82,,,,,,,,,,,,,,,,
1159,Nobody's Love,4957966.0,Maroon 5,Rock,73.0,40.0,56.0,70.0,2.0,32.0,8.0,93.676,13.0,2021.0,3.52,,,,,,,,,,,,,,,,
1160,DEUX TOILES DE MER,5094137.0,Damso,Rock,62.0,45.0,37.0,58.0,12.0,59.0,10.0,104.106,13.0,2021.0,5.26,,,,,,,,,,,,,,,,
1161,BXL ZOO,5101640.0,"Damso, Hamza",Rock,62.0,72.0,66.0,69.0,21.0,6.0,10.0,137.997,39.0,2021.0,3.36,,,,,,,,,,,,,,,,
1162,"Gravity (feat. Tyler, The Creator)",5136895.0,"Brent Faiyaz, DJ Dahi",Pop,76.0,47.0,61.0,62.0,27.0,17.0,13.0,163.924,49.0,2021.0,3.58,,,,,,,,,,,,,,,,
1163,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),5480722.0,Taylor Swift,Pop,74.0,61.0,83.0,71.0,3.0,16.0,5.0,135.942,72.0,2021.0,4.63,,,,,,,,,,,,,,,,
1164,Ohne Dich,5487774.0,"KASIMIR1441, badmómzjay, WILDBWOYS",Rock,70.0,79.0,53.0,70.0,38.0,19.0,11.0,156.013,94.0,2021.0,2.1,,,,,,,,,,,,,,,,
1165,Pressure (feat. Tove Lo),5197587.0,Martin Garrix,Electronic,76.0,85.0,55.0,61.0,8.0,66.0,11.0,114.978,34.0,2021.0,2.41,,,,,,,,,,,,,,,,
1166,Selfish Love (with Selena Gomez),6020785.0,DJ Snake,Electronic,74.0,69.0,65.0,64.0,9.0,2.0,8.0,110.971,43.0,2021.0,2.81,,,,,,,,,,,,,,,,
1167,DAYWALKER! (feat. CORPSE),5439646.0,Machine Gun Kelly,Rock,74.0,58.0,95.0,86.0,7.0,1.0,8.0,88.972,49.0,2021.0,2.3,,,,,,,,,,,,,,,,
1168,LOST,5013851.0,"NF, Hopsin",Rock,66.0,59.0,94.0,83.0,33.0,36.0,5.0,116.919,44.0,2021.0,3.91,,,,,,,,,,,,,,,,
1169,AP - Music from the film Boogie,5462333.0,Pop Smoke,Hip Hop,75.0,72.0,75.0,69.0,18.0,15.0,25.0,148.014,64.0,2021.0,2.86,,,,,,,,,,,,,,,,
1170,Life's A Mess II (with Clever & Post Malone),5393459.0,Juice WRLD,Hip Hop,72.0,46.0,34.0,57.0,1.0,81.0,10.0,140.061,71.0,2021.0,3.45,,,,,,,,,,,,,,,,
1171,CHIAMAMI PER NOME,5321946.0,"Francesca Michielin, Fedez",Rock,67.0,59.0,64.0,78.0,2.0,29.0,11.0,89.826,27.0,2021.0,3.71,,,,,,,,,,,,,,,,
1172,Antes,5232377.0,"Anuel AA, Ozuna",Reggae,73.0,80.0,75.0,74.0,9.0,5.0,8.0,93.985,67.0,2021.0,3.44,,,,,,,,,,,,,,,,
1173,Mona Lisa,5208787.0,"Booba, JSX",Rock,72.0,76.0,52.0,66.0,6.0,69.0,10.0,134.041,23.0,2021.0,3.12,,,,,,,,,,,,,,,,
1174,Real As It Gets (feat. EST Gee),5170861.0,Lil Baby,Rock,74.0,76.0,71.0,72.0,16.0,0.0,8.0,140.005,17.0,2021.0,3.21,,,,,,,,,,,,,,,,
1175,Only Wanna Be With You - Pokémon 25 Version,7464020.0,Post Malone,Hip Hop,72.0,39.0,72.0,77.0,1.0,0.0,30.0,98.036,23.0,2021.0,4.02,,,,,,,,,,,,,,,,
1176,test drive,6591829.0,Ariana Grande,Pop,71.0,66.0,71.0,76.0,3.0,3.0,11.0,115.036,31.0,2021.0,2.04,,,,,,,,,,,,,,,,
1177,Madonna,5936752.0,"Bausa, Apache 207",Rock,68.0,79.0,56.0,61.0,10.0,47.0,7.0,116.963,29.0,2021.0,3.26,,,,,,,,,,,,,,,,
1178,CLOUDS,5897983.0,NF,Rock,69.0,77.0,65.0,80.0,43.0,37.0,89.0,128.111,82.0,2021.0,4.06,,,,,,,,,,,,,,,,
1179,Skin,5497942.0,Sabrina Carpenter,Electronic,76.0,49.0,44.0,74.0,1.0,43.0,4.0,105.918,31.0,2021.0,2.96,,,,,,,,,,,,,,,,
1180,Lifestyle (feat. Adam Levine),5059891.0,"Jason Derulo, Maroon 5",Pop,78.0,72.0,68.0,75.0,2.0,2.0,16.0,123.055,72.0,2021.0,2.56,,,,,,,,,,,,,,,,
1181,Bad Boy (with Young Thug),6011642.0,Juice WRLD,Hip Hop,76.0,66.0,68.0,71.0,3.0,0.0,13.0,81.535,18.0,2021.0,2.62,,,,,,,,,,,,,,,,
1182,Lo Vas A Olvidar (with ROSALÍA),5963380.0,Billie Eilish,"Electronic, Pop",68.0,23.0,21.0,39.0,6.0,73.0,5.0,135.154,0.0,2021.0,3.39,,,,,,,,,,,,,,,,
1183,Floating Through Space,5579697.0,"Sia, David Guetta",Pop,78.0,51.0,86.0,76.0,6.0,0.0,10.0,104.914,26.0,2021.0,2.96,,,,,,,,,,,,,,,,
1184,You (with Marshmello & Vance Joy),5342938.0,benny blanco,Electronic,73.0,62.0,56.0,70.0,3.0,5.0,11.0,103.116,29.0,2021.0,2.83,,,,,,,,,,,,,,,,
1185,Agua de Jamaica,5072462.0,Maluma,Reggae,75.0,62.0,67.0,81.0,8.0,12.0,42.0,173.961,73.0,2021.0,2.95,,,,,,,,,,,,,,,,
1186,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",4965913.0,"Bizarrap, Eladio Carrion",Rock,81.0,76.0,51.0,70.0,4.0,24.0,27.0,117.496,85.0,2021.0,2.75,,,,,,,,,,,,,,,,
1187,Girl From Rio,5768836.0,Anitta,Pop,69.0,70.0,60.0,66.0,2.0,1.0,21.0,139.982,74.0,2021.0,3.26,,,,,,,,,,,,,,,,
1188,love race (feat. Kellin Quinn),6325080.0,Machine Gun Kelly,Rock,76.0,44.0,87.0,79.0,3.0,1.0,21.0,95.906,42.0,2021.0,3.15,,,,,,,,,,,,,,,,
1189,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,4912036.0,Martin Garrix,Electronic,82.0,61.0,74.0,77.0,1.0,25.0,16.0,119.933,29.0,2021.0,3.62,,,,,,,,,,,,,,,,
1190,Ella No Es Tuya - Remix,4911162.0,"Rochy RD, Myke Towers, Nicki Nicole",Pop,82.0,52.0,61.0,79.0,31.0,39.0,67.0,97.041,98.0,2021.0,3.64,,,,,,,,,,,,,,,,
1191,You,4846549.0,"Regard, Troye Sivan, Tate McRae",Electronic,83.0,65.0,70.0,73.0,2.0,6.0,5.0,106.064,51.0,2021.0,3.89,,,,,,,,,,,,,,,,
1192,Straightenin,7615531.0,Migos,Rock,77.0,84.0,63.0,73.0,9.0,3.0,14.0,135.976,8.0,2021.0,4.26,,,,,,,,,,,,,,,,
1193,GANG GANG (with Lil Wayne),7506580.0,Polo G,Hip Hop,78.0,73.0,56.0,64.0,22.0,15.0,9.0,145.05,55.0,2021.0,2.98,,,,,,,,,,,,,,,,
1194,Black Hearted,6989528.0,Polo G,Hip Hop,75.0,43.0,56.0,66.0,45.0,3.0,7.0,168.146,13.0,2021.0,3.18,,,,,,,,,,,,,,,,
1195,Lost,6410263.0,Maroon 5,Rock,79.0,74.0,71.0,70.0,16.0,23.0,5.0,142.989,78.0,2021.0,2.88,,,,,,,,,,,,,,,,
1196,Avalanche,6323268.0,Migos,Rock,71.0,92.0,62.0,63.0,13.0,10.0,7.0,126.063,69.0,2021.0,3.44,,,,,,,,,,,,,,,,
1197,Anyone,5079587.0,Justin Bieber,Pop,0.0,65.0,53.0,64.0,1.0,18.0,10.0,115.884,58.0,2021.0,3.18,,,,,,,,,,,,,,,,
1198,Malibu (feat. Polo G),5456648.0,Migos,Rock,72.0,82.0,73.0,69.0,25.0,52.0,5.0,155.038,87.0,2021.0,4.14,,,,,,,,,,,,,,,,
1199,Modern Day,5322745.0,Migos,Rock,78.0,87.0,63.0,66.0,30.0,17.0,9.0,134.944,51.0,2021.0,4.03,,,,,,,,,,,,,,,,
1200,Therefore I Am,5265630.0,Billie Eilish,"Electronic, Pop",0.0,89.0,31.0,65.0,5.0,22.0,4.0,94.009,72.0,2021.0,2.91,,,,,,,,,,,,,,,,
1201,Tipo Gin - Ao Vivo,5155238.0,MC Kevin o Chris,Funk/Soul,81.0,72.0,67.0,78.0,4.0,79.0,34.0,94.998,80.0,2021.0,2.65,,,,,,,,,,,,,,,,
1202,SUN GOES DOWN,5125477.0,Lil Nas X,Rock,80.0,48.0,64.0,69.0,4.0,8.0,10.0,174.065,12.0,2021.0,2.8,,,,,,,,,,,,,,,,
1203,Painting Pictures,5119845.0,Polo G,Hip Hop,72.0,45.0,45.0,64.0,51.0,33.0,10.0,78.43,45.0,2021.0,2.29,,,,,,,,,,,,,,,,
1204,Hats Off (feat. Travis Scott),7324233.0,"Lil Baby, Lil Durk",Rock,81.0,54.0,65.0,75.0,36.0,14.0,13.0,133.997,16.0,2021.0,4.29,,,,,,,,,,,,,,,,
1205,Last Train Home,6439718.0,John Mayer,Rock,75.0,53.0,85.0,70.0,1.0,24.0,4.0,93.007,68.0,2021.0,3.12,,,,,,,,,,,,,,,,
1206,Voice of the Heroes,6249801.0,"Lil Baby, Lil Durk",Rock,81.0,54.0,65.0,75.0,36.0,14.0,13.0,133.997,16.0,2021.0,4.29,,,,,,,,,,,,,,,,
1207,Clueless (with Pop Smoke & Fivio Foreign),5335308.0,Polo G,Hip Hop,74.0,70.0,72.0,71.0,21.0,39.0,9.0,140.369,68.0,2021.0,2.76,,,,,,,,,,,,,,,,
1208,No Return (with The Kid LAROI & Lil Durk),5189427.0,Polo G,Hip Hop,80.0,40.0,65.0,67.0,32.0,14.0,7.0,155.057,37.0,2021.0,2.81,,,,,,,,,,,,,,,,
1209,m y . l i f e (with 21 Savage & Morray),5246577.0,J. Cole,Rock,82.0,54.0,58.0,68.0,13.0,6.0,21.0,140.021,5.0,2021.0,3.65,,,,,,,,,,,,,,,,
1210,p r i d e . i s . t h e . d e v i l (with Lil Baby),5430260.0,J. Cole,Rock,82.0,86.0,66.0,65.0,47.0,10.0,8.0,88.967,32.0,2021.0,3.64,,,,,,,,,,,,,,,,
1211,LEMONHEAD (feat. 42 Dugg),11380679.0,"Tyler, The Creator",Rock,78.0,57.0,58.0,70.0,22.0,16.0,55.0,137.131,48.0,2021.0,2.18,,,,,,,,,,,,,,,,
1212,HOT WIND BLOWS (feat. Lil Wayne),9889197.0,"Tyler, The Creator",Rock,77.0,27.0,76.0,74.0,44.0,61.0,49.0,173.456,74.0,2021.0,2.59,,,,,,,,,,,,,,,,
1213,CORSO,9503981.0,"Tyler, The Creator",Rock,77.0,67.0,86.0,76.0,36.0,17.0,11.0,97.672,75.0,2021.0,2.44,,,,,,,,,,,,,,,,
1214,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),9142721.0,"Tyler, The Creator",Rock,79.0,38.0,65.0,76.0,6.0,34.0,56.0,140.223,38.0,2021.0,9.8,,,,,,,,,,,,,,,,
1215,SIR BAUDELAIRE (feat. DJ Drama),8884283.0,"Tyler, The Creator",Rock,75.0,38.0,63.0,71.0,15.0,32.0,87.0,127.596,50.0,2021.0,1.48,,,,,,,,,,,,,,,,
1216,MASSA,8218423.0,"Tyler, The Creator",Rock,74.0,64.0,87.0,69.0,48.0,33.0,30.0,157.181,45.0,2021.0,3.73,,,,,,,,,,,,,,,,
1217,RUNITUP (feat. Teezo Touchdown),7917707.0,"Tyler, The Creator",Rock,75.0,62.0,45.0,65.0,12.0,57.0,21.0,115.852,12.0,2021.0,3.83,,,,,,,,,,,,,,,,
1218,MANIFESTO (feat. Domo Genesis),6988886.0,"Tyler, The Creator",Rock,73.0,37.0,89.0,74.0,43.0,12.0,16.0,92.463,51.0,2021.0,2.92,,,,,,,,,,,,,,,,
1219,Get Into It (Yuh),6503281.0,Doja Cat,Pop,80.0,92.0,66.0,72.0,16.0,32.0,7.0,91.942,80.0,2021.0,2.3,,,,,,,,,,,,,,,,
1220,WILSHIRE,6268542.0,"Tyler, The Creator",Rock,73.0,49.0,72.0,66.0,35.0,5.0,17.0,78.958,55.0,2021.0,8.6,,,,,,,,,,,,,,,,
1221,RISE! (feat. DAISY WORLD),6034281.0,"Tyler, The Creator",Rock,73.0,74.0,83.0,82.0,6.0,4.0,19.0,108.07,47.0,2021.0,3.39,,,,,,,,,,,,,,,,
1222,Naked,5527865.0,Doja Cat,Pop,75.0,70.0,88.0,73.0,20.0,38.0,12.0,111.076,53.0,2021.0,3.73,,,,,,,,,,,,,,,,
1223,Having Our Way (feat. Drake),5424579.0,Migos,Rock,79.0,94.0,53.0,80.0,11.0,3.0,8.0,125.983,20.0,2021.0,4.64,,,,,,,,,,,,,,,,
1224,Payday (feat. Young Thug),5393789.0,Doja Cat,Pop,73.0,57.0,71.0,73.0,3.0,4.0,12.0,168.995,56.0,2021.0,3.55,,,,,,,,,,,,,,,,
1225,Been Like This,5362817.0,Doja Cat,Pop,74.0,64.0,52.0,75.0,2.0,13.0,38.0,99.008,15.0,2021.0,2.96,,,,,,,,,,,,,,,,
1226,MILLE (feat. Orietta Berti),5341887.0,"Fedez, Achille Lauro",Pop,82.0,45.0,78.0,78.0,35.0,2.0,1.0,184.339,84.0,2021.0,2.93,,,,,,,,,,,,,,,,
1227,Poblado,6893939.0,"Crissin, Totoy El Frio, Natan & Shander",Reggae,89.0,80.0,82.0,74.0,7.0,10.0,38.0,93.005,65.0,2021.0,6.55,,,,,,,,,,,,,,,,
1228,working,5666770.0,"Tate McRae, Khalid",Pop,80.0,76.0,42.0,65.0,4.0,28.0,7.0,106.974,51.0,2021.0,3.5,,,,,,,,,,,,,,,,
1229,Petrouchka (feat. PLK),5511544.0,Soso Maness,Rock,79.0,57.0,82.0,76.0,33.0,6.0,25.0,133.888,83.0,2021.0,3.17,,,,,,,,,,,,,,,,
1230,0X1=LOVESONG (I Know I Love you),6040553.0,"TOMORROW X TOGETHER, Seori",Pop,81.0,52.0,85.0,76.0,6.0,6.0,5.0,104.973,48.0,2021.0,3.37,,,,,,,,,,,,,,,,
1231,a m a r i,5645966.0,J. Cole,Rock,79.0,69.0,72.0,71.0,19.0,13.0,63.0,65.988,18.0,2021.0,2.47,,,,,,,,,,,,,,,,
1232,NEVER LEFT,5552212.0,Lil Tecca,Hip Hop,82.0,79.0,66.0,68.0,36.0,2.0,31.0,82.465,43.0,2021.0,2.81,,,,,,,,,,,,,,,,
1233,Solid (feat. Drake),5347781.0,"Young Stoner Life, Young Thug, Gunna",Hip Hop,82.0,89.0,47.0,59.0,21.0,4.0,13.0,125.987,31.0,2021.0,3.59,,,,,,,,,,,,,,,,
1234,Cool,8136247.0,Dua Lipa,Pop,65.0,38.0,80.0,79.0,5.0,13.0,8.0,89.719,80.0,2021.0,3.49,,,,,,,,,,,,,,,,
1235,1 0 0 . m i l ‘ (with Bas),15171655.0,J. Cole,Rock,72.0,68.0,65.0,73.0,7.0,34.0,31.0,125.092,21.0,2021.0,2.72,,,,,,,,,,,,,,,,
1236,p u n c h i n ‘ . t h e . c l o c k,14051831.0,J. Cole,Rock,70.0,75.0,75.0,70.0,41.0,20.0,16.0,94.104,70.0,2021.0,1.88,,,,,,,,,,,,,,,,
1237,t h e . c l i m b . b a c k,12648655.0,J. Cole,Rock,70.0,56.0,63.0,68.0,38.0,5.0,35.0,81.446,30.0,2021.0,5.1,,,,,,,,,,,,,,,,
1238,h u n g e r . o n . h i l l s i d e (with Bas),11647489.0,J. Cole,Rock,71.0,50.0,71.0,73.0,5.0,13.0,21.0,94.983,28.0,2021.0,3.98,,,,,,,,,,,,,,,,
1239,c l o s e,10712648.0,J. Cole,Rock,82.0,54.0,58.0,68.0,13.0,6.0,21.0,140.021,5.0,2021.0,3.65,,,,,,,,,,,,,,,,
1240,WITHOUT YOU (with Miley Cyrus),6081034.0,The Kid LAROI,Rock,81.0,61.0,45.0,71.0,1.0,17.0,8.0,92.56,46.0,2021.0,2.69,,,,,,,,,,,,,,,,
1241,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5595839.0,"Bizarrap, Snow Tha Product",Rock,78.0,82.0,76.0,74.0,16.0,36.0,8.0,133.028,52.0,2021.0,2.96,,,,,,,,,,,,,,,,
1242,Travesuras - Remix,5518444.0,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",Reggae,81.0,71.0,80.0,75.0,6.0,5.0,28.0,175.996,47.0,2021.0,5.41,,,,,,,,,,,,,,,,
1243,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",7347891.0,DJ Khaled,Rock,76.0,73.0,73.0,83.0,5.0,0.0,67.0,124.036,35.0,2021.0,2.76,,,,,,,,,,,,,,,,
1244,Body,5831357.0,"Russ Millions, Tion Wayne",Hip Hop,84.0,88.0,68.0,64.0,39.0,21.0,5.0,141.02,74.0,2021.0,4.63,,,,,,,,,,,,,,,,
1245,everything i wanted,5448680.0,Billie Eilish,"Electronic, Pop",0.0,67.0,19.0,40.0,9.0,91.0,9.0,120.006,22.0,2021.0,4.09,,,,,,,,,,,,,,,,
1246,What You Need,5346005.0,Don Toliver,Hip Hop,76.0,62.0,66.0,67.0,3.0,6.0,16.0,129.987,10.0,2021.0,3.63,,,,,,,,,,,,,,,,
1247,"L-Gante: Bzrp Music Sessions, Vol.38",5290877.0,"Bizarrap, L-Gante",Rock,80.0,49.0,84.0,83.0,27.0,37.0,8.0,87.913,77.0,2021.0,3.21,,,,,,,,,,,,,,,,
1248,Extasy,5203700.0,"187 Strassenbande, Bonez MC, Frauenarzt",Rock,67.0,86.0,75.0,72.0,15.0,3.0,8.0,129.964,54.0,2021.0,2.9,,,,,,,,,,,,,,,,
